Age,Experience,Education Level,Hours Per Week,City Index,Salary
38.0,15.0,3.0,44.0,93.0,100491.51108037242
50.0,22.0,2.0,50.0,60.0,81070.93526965822
24.0,36.0,,30.0,10.0,133961.34026003204
38.0,8.0,1.0,27.0,84.0,44970.501060822295
53.0,2.0,1.0,45.0,80.0,79692.42241629244
29.0,7.0,1.0,21.0,6.0,73633.84565299662
44.0,37.0,2.0,47.0,81.0,95062.10919868364
21.0,3.0,2.0,29.0,6.0,65668.19864893093
,11.0,4.0,58.0,86.0,75586.20945265911
50.0,30.0,3.0,56.0,82.0,89825.39928296652
34.0,24.0,2.0,58.0,96.0,71734.18999064105
28.0,15.0,4.0,40.0,28.0,104512.70853301068
42.0,13.0,2.0,47.0,42.0,100480.17454140022
38.0,12.0,4.0,,74.0,60972.88204279861
28.0,6.0,1.0,52.0,41.0,98974.58274227259
54.0,11.0,,30.0,63.0,76819.8764504474
40.0,,1.0,20.0,22.0,99347.79807315257
28.0,3.0,3.0,52.0,92.0,56313.80746622385
47.0,1.0,1.0,22.0,79.0,80212.38625247298
26.0,34.0,3.0,,29.0,111003.75139750252
35.0,2.0,2.0,34.0,71.0,85882.39359656948
35.0,3.0,3.0,33.0,34.0,92912.87480971616
52.0,37.0,1.0,42.0,96.0,120423.11634081905
23.0,11.0,,27.0,2.0,66675.78836221696
23.0,18.0,4.0,55.0,26.0,95880.56988160193
58.0,9.0,2.0,39.0,75.0,67624.46887905728
59.0,0.0,4.0,25.0,89.0,88426.44694111924
36.0,16.0,1.0,52.0,19.0,86393.33844045611
56.0,15.0,2.0,,20.0,100437.17296019857
58.0,8.0,4.0,57.0,33.0,106091.0820458585
48.0,8.0,1.0,49.0,81.0,46891.107635916385
55.0,8.0,3.0,36.0,94.0,100461.55195830809
57.0,11.0,4.0,28.0,82.0,100862.91436648575
58.0,14.0,3.0,47.0,96.0,82861.62675221753
56.0,1.0,2.0,26.0,4.0,71446.89149794442
,10.0,4.0,47.0,32.0,87544.95642625944
26.0,10.0,1.0,36.0,19.0,81440.83517946764
46.0,7.0,1.0,59.0,3.0,68229.05428942686
47.0,31.0,3.0,24.0,92.0,107983.90861753662
,5.0,1.0,24.0,61.0,65809.57956989028
33.0,19.0,2.0,33.0,38.0,79117.09144757042
26.0,38.0,2.0,25.0,6.0,105852.04367353089
56.0,34.0,3.0,26.0,56.0,144797.04360233137
41.0,7.0,4.0,36.0,40.0,73916.95055261477
24.0,33.0,1.0,28.0,81.0,89850.84613107645
21.0,18.0,2.0,50.0,69.0,77978.31400550454
,6.0,4.0,41.0,83.0,75751.75421708624
40.0,30.0,2.0,28.0,42.0,107836.61530078037
57.0,17.0,2.0,35.0,99.0,94738.23689454101
34.0,39.0,4.0,55.0,86.0,119912.04745018035
40.0,13.0,4.0,53.0,88.0,108994.44877903667
29.0,38.0,1.0,32.0,74.0,111301.64943241465
42.0,,3.0,38.0,2.0,105164.98720960678
58.0,16.0,3.0,31.0,28.0,64192.02887308691
24.0,36.0,2.0,55.0,17.0,119446.74511923504
20.0,8.0,3.0,29.0,70.0,81344.96931502962
32.0,19.0,2.0,35.0,69.0,86333.35195550887
40.0,27.0,4.0,47.0,39.0,99409.27969985426
45.0,19.0,2.0,38.0,7.0,97769.73423674474
40.0,35.0,1.0,,32.0,107027.44378642751
37.0,26.0,2.0,25.0,4.0,87447.57935796556
56.0,7.0,2.0,23.0,21.0,53218.18179171633
51.0,31.0,,49.0,32.0,111818.93652820114
55.0,0.0,1.0,58.0,82.0,75673.57834733816
36.0,16.0,3.0,50.0,97.0,94831.04349918393
54.0,8.0,4.0,46.0,14.0,47348.39007329004
30.0,19.0,4.0,40.0,70.0,96431.5861432591
40.0,31.0,1.0,56.0,75.0,93581.94444786504
45.0,1.0,4.0,28.0,46.0,67322.5647241849
23.0,31.0,2.0,54.0,20.0,113113.52917846426
53.0,8.0,4.0,40.0,93.0,96722.90051250916
37.0,29.0,1.0,36.0,58.0,97752.37075788582
59.0,19.0,4.0,43.0,99.0,113168.36372151614
54.0,37.0,,50.0,80.0,86665.52228949236
48.0,0.0,3.0,25.0,48.0,63195.1891484604
48.0,4.0,1.0,54.0,7.0,70921.88394778708
57.0,34.0,2.0,56.0,40.0,95869.96971158127
40.0,35.0,2.0,32.0,59.0,112307.53832555313
,0.0,2.0,44.0,36.0,60966.98727802457
36.0,13.0,1.0,51.0,44.0,97675.55006670131
,8.0,1.0,20.0,31.0,53032.608973747156
20.0,29.0,2.0,54.0,42.0,131779.75474250928
21.0,23.0,4.0,38.0,44.0,131039.46033403634
48.0,3.0,1.0,31.0,43.0,62778.70280526983
52.0,13.0,4.0,59.0,43.0,111992.55676388623
29.0,24.0,3.0,59.0,47.0,94793.5790923709
59.0,3.0,3.0,39.0,6.0,90999.29747347017
40.0,24.0,3.0,52.0,93.0,96760.32502814844
47.0,9.0,3.0,48.0,91.0,64318.40152237274
30.0,34.0,2.0,35.0,66.0,48007.72718481652
53.0,6.0,1.0,,86.0,63569.298308940844
27.0,12.0,3.0,26.0,9.0,86385.9376302794
41.0,3.0,2.0,25.0,11.0,87954.74639054325
27.0,35.0,3.0,40.0,80.0,108549.37548227086
34.0,13.0,1.0,55.0,77.0,94043.65202076384
36.0,17.0,3.0,41.0,18.0,83390.87679167709
42.0,7.0,3.0,59.0,25.0,78740.81545702832
43.0,31.0,4.0,38.0,97.0,124410.53523792878
38.0,26.0,4.0,44.0,74.0,67829.88272996093
24.0,36.0,4.0,22.0,58.0,110594.75743354374
51.0,22.0,4.0,55.0,30.0,97000.57975666202
20.0,6.0,3.0,53.0,1.0,102009.16807278426
42.0,11.0,3.0,30.0,63.0,74076.3055753027
56.0,24.0,4.0,46.0,97.0,110948.77454355141
27.0,2.0,1.0,21.0,79.0,75022.75454002041
32.0,25.0,2.0,25.0,29.0,67611.06008804384
27.0,3.0,3.0,21.0,66.0,70109.44537589149
42.0,35.0,4.0,36.0,75.0,105725.45348871093
20.0,14.0,2.0,59.0,53.0,99994.39870244391
43.0,31.0,4.0,33.0,98.0,117726.2276121829
54.0,28.0,4.0,29.0,19.0,100301.96954911227
43.0,9.0,1.0,,66.0,58688.87924375923
36.0,20.0,1.0,31.0,84.0,96772.20044030136
24.0,15.0,3.0,51.0,52.0,89185.20835101829
39.0,18.0,4.0,43.0,31.0,72324.35151498807
40.0,28.0,2.0,33.0,60.0,71614.29401545115
59.0,17.0,3.0,24.0,68.0,93364.50145109465
50.0,15.0,1.0,24.0,93.0,55662.90710851722
55.0,0.0,3.0,51.0,30.0,103094.71240405421
30.0,1.0,3.0,52.0,13.0,62343.94573461004
34.0,14.0,4.0,23.0,15.0,88594.58911964085
38.0,38.0,2.0,49.0,20.0,110186.67949240458
26.0,27.0,1.0,36.0,34.0,78259.33391144732
47.0,0.0,3.0,22.0,92.0,35802.59454133047
24.0,4.0,3.0,32.0,20.0,78263.42646424341
24.0,21.0,4.0,55.0,50.0,90701.40014846613
49.0,35.0,3.0,37.0,89.0,109148.07641424665
51.0,12.0,2.0,42.0,27.0,78565.03421641936
27.0,0.0,4.0,54.0,30.0,84749.36872107704
29.0,15.0,1.0,52.0,56.0,103828.0518098409
57.0,21.0,3.0,55.0,84.0,88807.25480909317
51.0,31.0,3.0,36.0,65.0,96167.33018486256
47.0,15.0,4.0,58.0,99.0,71613.04045869166
36.0,14.0,3.0,53.0,55.0,86672.24073351058
50.0,11.0,1.0,31.0,24.0,78348.04983912449
27.0,0.0,2.0,24.0,25.0,57547.57683643459
,16.0,2.0,59.0,53.0,94046.45750608237
44.0,27.0,4.0,46.0,76.0,103537.37211766213
28.0,6.0,3.0,59.0,11.0,63266.00643046515
21.0,8.0,4.0,32.0,94.0,89079.77606774657
34.0,21.0,,45.0,60.0,96912.51799652475
22.0,25.0,4.0,33.0,77.0,103441.36732114037
55.0,11.0,4.0,51.0,47.0,82695.75175184375
,6.0,4.0,30.0,25.0,72168.96215513657
33.0,14.0,3.0,57.0,25.0,92761.16211329447
44.0,37.0,2.0,,17.0,100541.00131936798
29.0,20.0,2.0,41.0,12.0,114064.17373753898
40.0,13.0,2.0,35.0,52.0,91980.95768241747
55.0,1.0,3.0,32.0,11.0,80575.06389201531
31.0,7.0,3.0,31.0,10.0,75537.78797747879
46.0,5.0,4.0,37.0,81.0,52009.64827285236
59.0,36.0,2.0,48.0,60.0,93486.07608573482
21.0,36.0,4.0,37.0,54.0,103690.59821123522
32.0,32.0,2.0,21.0,80.0,92075.23420565129
51.0,5.0,1.0,21.0,63.0,63699.607509150694
50.0,25.0,3.0,22.0,20.0,104241.12448228244
35.0,38.0,1.0,48.0,5.0,106697.18341605098
,36.0,2.0,27.0,41.0,118788.04787204857
51.0,13.0,4.0,30.0,63.0,84321.47039721126
53.0,36.0,3.0,31.0,56.0,111057.44416255242
30.0,7.0,3.0,51.0,32.0,87357.66341668201
29.0,38.0,4.0,23.0,27.0,116285.89426537883
34.0,12.0,1.0,28.0,68.0,91828.35371910213
36.0,12.0,1.0,43.0,48.0,87656.61484120789
59.0,39.0,1.0,35.0,7.0,81208.95170747867
37.0,27.0,1.0,36.0,46.0,87485.0335141099
28.0,17.0,3.0,41.0,78.0,89990.39476655307
44.0,18.0,2.0,26.0,88.0,115473.11595542508
59.0,37.0,4.0,29.0,18.0,107853.13228131796
33.0,31.0,2.0,48.0,38.0,85862.74144995728
44.0,21.0,2.0,55.0,65.0,98574.88144214966
41.0,1.0,1.0,43.0,17.0,72054.78579435669
49.0,12.0,2.0,33.0,90.0,77493.40704405462
39.0,22.0,1.0,33.0,86.0,80296.08495543664
40.0,24.0,1.0,44.0,82.0,102033.55934093127
51.0,27.0,,41.0,38.0,82396.0276861027
40.0,10.0,4.0,,92.0,83285.69985697196
54.0,32.0,2.0,51.0,85.0,94367.75206829919
51.0,23.0,2.0,45.0,63.0,108408.41896430882
49.0,1.0,3.0,46.0,97.0,79482.41304929515
58.0,29.0,1.0,31.0,94.0,74225.08854018094
31.0,16.0,3.0,38.0,42.0,74132.40410105846
37.0,39.0,4.0,38.0,8.0,144701.22685418226
40.0,33.0,2.0,53.0,30.0,119848.2662216056
32.0,37.0,3.0,51.0,64.0,124823.25422285219
40.0,21.0,3.0,48.0,9.0,95783.70411460014
27.0,4.0,2.0,40.0,97.0,94627.09860180614
59.0,39.0,2.0,54.0,57.0,93248.92821032612
26.0,15.0,1.0,24.0,59.0,86094.51268306735
42.0,12.0,1.0,31.0,93.0,66550.89740211655
51.0,25.0,3.0,26.0,95.0,91466.60020517156
30.0,30.0,2.0,21.0,67.0,105086.8389724858
41.0,38.0,1.0,44.0,75.0,99646.6373697774
41.0,22.0,1.0,29.0,5.0,76279.50210808113
44.0,11.0,4.0,57.0,95.0,84972.63527868112
41.0,13.0,3.0,25.0,84.0,53204.81381733314
47.0,17.0,3.0,46.0,4.0,102648.05428913485
48.0,26.0,3.0,54.0,8.0,86700.5489080181
32.0,27.0,2.0,29.0,42.0,120676.14108488917
37.0,17.0,4.0,28.0,35.0,88285.8117527751
21.0,15.0,1.0,39.0,13.0,97441.59696168936
48.0,,4.0,56.0,5.0,69064.53450975979
40.0,12.0,1.0,54.0,40.0,88772.24531797899
34.0,28.0,1.0,56.0,19.0,109028.33598767717
46.0,8.0,4.0,59.0,82.0,109353.45451546651
50.0,25.0,3.0,27.0,97.0,72479.4184082008
34.0,27.0,2.0,50.0,4.0,86459.22044369606
42.0,12.0,4.0,35.0,59.0,97647.6492913412
43.0,,3.0,47.0,18.0,111626.62968266165
32.0,8.0,3.0,25.0,24.0,82400.39463845752
41.0,13.0,2.0,51.0,93.0,77795.70091286002
56.0,11.0,2.0,47.0,31.0,103661.97922583537
52.0,31.0,3.0,30.0,58.0,141126.98172419722
22.0,37.0,2.0,42.0,28.0,106959.69886013634
38.0,2.0,3.0,49.0,9.0,83601.31868257877
42.0,15.0,1.0,28.0,45.0,76443.65618434225
48.0,19.0,2.0,47.0,90.0,107660.80098571155
49.0,31.0,1.0,43.0,49.0,107036.74426385216
58.0,22.0,2.0,47.0,2.0,75404.29144044734
44.0,16.0,3.0,43.0,6.0,80409.46984258032
56.0,15.0,3.0,34.0,29.0,71660.5481049117
27.0,37.0,3.0,58.0,26.0,154022.33498293266
35.0,7.0,3.0,52.0,28.0,91929.67675373104
27.0,18.0,3.0,53.0,7.0,84664.70660835327
20.0,29.0,3.0,41.0,34.0,92066.7193906274
24.0,33.0,2.0,48.0,56.0,114678.46909450366
22.0,13.0,2.0,53.0,10.0,97173.802244887
20.0,21.0,1.0,29.0,57.0,93771.61569626615
23.0,16.0,4.0,49.0,47.0,89416.63962025421
59.0,14.0,2.0,30.0,86.0,84587.65466621266
54.0,31.0,2.0,53.0,27.0,103263.72646450077
51.0,12.0,4.0,40.0,39.0,75956.09441342359
53.0,20.0,4.0,32.0,22.0,82502.59235685968
44.0,39.0,1.0,44.0,19.0,108979.47566814703
29.0,32.0,1.0,40.0,100.0,97946.76621565488
40.0,26.0,3.0,20.0,9.0,103300.27566263317
58.0,34.0,1.0,24.0,19.0,105665.34558040577
46.0,15.0,1.0,41.0,2.0,100690.73933746293
46.0,27.0,4.0,26.0,92.0,90561.4342082593
21.0,33.0,2.0,32.0,61.0,108853.54298088074
32.0,0.0,3.0,42.0,59.0,84637.98224793028
28.0,30.0,1.0,40.0,86.0,88318.04381211833
55.0,35.0,4.0,25.0,70.0,111827.94775353902
41.0,32.0,3.0,39.0,71.0,100501.62164955889
45.0,32.0,3.0,31.0,70.0,134828.85575035762
31.0,38.0,4.0,59.0,33.0,121372.79035661659
36.0,17.0,1.0,28.0,78.0,84372.5766306709
33.0,22.0,1.0,47.0,65.0,82440.23554624183
33.0,,1.0,30.0,25.0,75805.48150623815
53.0,14.0,1.0,51.0,70.0,59669.960074474846
39.0,25.0,3.0,30.0,28.0,112498.02937087999
30.0,29.0,2.0,43.0,18.0,109126.562460949
35.0,24.0,3.0,34.0,63.0,91283.55333340322
50.0,15.0,3.0,54.0,91.0,77294.45145404086
25.0,38.0,4.0,36.0,49.0,117898.62789630215
,13.0,3.0,44.0,66.0,79334.54790554546
56.0,16.0,1.0,54.0,40.0,78469.36147051817
23.0,11.0,4.0,38.0,85.0,69646.60083095674
23.0,28.0,4.0,50.0,87.0,111256.04370972046
39.0,31.0,4.0,36.0,66.0,111755.04802983123
,23.0,4.0,42.0,80.0,117820.84326359526
43.0,12.0,4.0,20.0,4.0,83738.8764705109
54.0,19.0,1.0,29.0,34.0,74796.56284194245
45.0,14.0,2.0,27.0,5.0,56048.58700824162
56.0,3.0,2.0,45.0,98.0,88514.41422543944
57.0,33.0,4.0,53.0,22.0,126992.34674835438
40.0,27.0,2.0,38.0,20.0,95031.07662110202
59.0,1.0,3.0,33.0,47.0,52661.534182044416
58.0,29.0,2.0,27.0,77.0,76182.09453367788
40.0,25.0,3.0,20.0,34.0,85793.41106853566
29.0,25.0,1.0,44.0,44.0,103278.38563299995
57.0,19.0,4.0,,6.0,101955.06452862456
23.0,27.0,3.0,39.0,56.0,77399.64216677337
39.0,19.0,1.0,49.0,29.0,89863.1787190033
36.0,10.0,1.0,24.0,97.0,57212.80131243714
26.0,9.0,4.0,22.0,53.0,75566.81660231782
23.0,22.0,2.0,51.0,1.0,106776.07018782558
48.0,36.0,1.0,36.0,59.0,109682.56125671248
33.0,18.0,2.0,24.0,48.0,99196.49824238135
22.0,17.0,2.0,30.0,7.0,82652.99721373682
43.0,26.0,2.0,57.0,86.0,110645.3683679928
56.0,5.0,3.0,23.0,32.0,65807.95604355415
35.0,9.0,2.0,58.0,78.0,76736.5109809206
23.0,1.0,2.0,38.0,61.0,63705.601633928134
43.0,23.0,1.0,58.0,57.0,89957.97527336741
53.0,37.0,4.0,42.0,51.0,96102.63370531882
49.0,27.0,3.0,36.0,88.0,95824.92645314959
37.0,27.0,2.0,32.0,19.0,115174.85952278109
38.0,38.0,4.0,46.0,27.0,100812.0775728285
50.0,1.0,2.0,20.0,63.0,45060.180771274514
38.0,4.0,2.0,21.0,60.0,49469.675085066585
38.0,10.0,1.0,37.0,61.0,112327.89166111962
41.0,9.0,,55.0,61.0,96972.77971305567
43.0,1.0,1.0,52.0,87.0,62346.01923487926
31.0,14.0,1.0,55.0,45.0,81024.80619512204
49.0,38.0,2.0,21.0,21.0,105614.59098870226
57.0,36.0,2.0,23.0,44.0,90993.25036405929
50.0,6.0,2.0,35.0,93.0,65241.74876936346
55.0,19.0,4.0,23.0,1.0,91234.75301696955
38.0,33.0,4.0,28.0,95.0,97728.6736764764
55.0,34.0,4.0,40.0,91.0,106045.98089468217
49.0,33.0,4.0,42.0,44.0,116696.37365995519
52.0,21.0,2.0,21.0,100.0,70242.7023056985
37.0,30.0,2.0,22.0,62.0,133549.2413142178
47.0,22.0,1.0,42.0,61.0,96697.349163293
30.0,18.0,,45.0,91.0,67948.72892231023
52.0,3.0,4.0,26.0,79.0,41031.44736349082
36.0,23.0,3.0,55.0,89.0,88687.45072293332
25.0,19.0,2.0,52.0,79.0,99665.4097441087
23.0,38.0,4.0,55.0,83.0,126357.04841675158
39.0,27.0,1.0,23.0,50.0,84937.27234477081
46.0,38.0,2.0,42.0,75.0,97378.36308285371
34.0,16.0,3.0,44.0,41.0,76238.02939012105
25.0,18.0,4.0,45.0,33.0,90961.2539333574
33.0,34.0,2.0,47.0,87.0,88214.30039258597
30.0,31.0,4.0,47.0,12.0,104416.83365687326
58.0,38.0,3.0,40.0,2.0,130964.26403734233
28.0,34.0,3.0,29.0,21.0,93231.40301125901
45.0,29.0,1.0,46.0,14.0,102363.21924577982
35.0,16.0,3.0,34.0,34.0,99251.35719476304
24.0,28.0,2.0,36.0,79.0,79005.98022196126
29.0,5.0,3.0,58.0,85.0,68949.42188160744
22.0,16.0,2.0,54.0,64.0,102834.15155480185
32.0,16.0,2.0,24.0,23.0,66913.53940523953
49.0,13.0,4.0,35.0,85.0,89137.71376183795
25.0,23.0,2.0,42.0,50.0,121999.75733252788
36.0,36.0,2.0,58.0,14.0,122297.48385592047
38.0,39.0,1.0,28.0,85.0,100878.45677603349
54.0,38.0,4.0,52.0,76.0,131010.9586179688
45.0,31.0,2.0,54.0,46.0,100961.16872028972
24.0,35.0,1.0,59.0,5.0,117073.47749805212
48.0,36.0,4.0,43.0,66.0,83906.01852980294
56.0,13.0,3.0,43.0,22.0,84511.01005437583
39.0,26.0,2.0,43.0,70.0,63304.90140110767
40.0,18.0,3.0,38.0,2.0,93020.32782347743
29.0,30.0,4.0,,29.0,108057.33152590951
24.0,8.0,4.0,44.0,61.0,107210.94769963494
55.0,37.0,1.0,50.0,100.0,112677.410528965
25.0,16.0,2.0,57.0,71.0,79508.68468689901
45.0,18.0,2.0,,16.0,80706.75615128703
23.0,3.0,1.0,46.0,64.0,72910.44795344671
58.0,10.0,3.0,51.0,97.0,76611.59111170091
58.0,21.0,4.0,30.0,97.0,96514.40820423182
54.0,3.0,1.0,24.0,14.0,82550.47096772304
20.0,16.0,4.0,52.0,43.0,83963.04724704432
43.0,7.0,3.0,38.0,76.0,72884.88451065407
55.0,33.0,3.0,35.0,43.0,100388.51481826024
25.0,10.0,3.0,54.0,70.0,133171.10139278436
50.0,30.0,2.0,30.0,55.0,105123.63993760751
39.0,,4.0,30.0,76.0,102981.02508571763
43.0,,4.0,29.0,31.0,124321.88567817576
44.0,20.0,1.0,53.0,76.0,98130.90798977949
55.0,29.0,4.0,24.0,74.0,110903.60305998432
40.0,9.0,2.0,42.0,40.0,82879.03800088639
49.0,25.0,1.0,,27.0,67038.83018297196
43.0,26.0,3.0,48.0,52.0,105967.9683451441
49.0,7.0,4.0,59.0,7.0,87174.84611410563
41.0,38.0,2.0,32.0,46.0,112581.85354274244
47.0,7.0,2.0,51.0,100.0,76137.1125003933
26.0,7.0,4.0,53.0,33.0,99047.46439091988
54.0,33.0,2.0,31.0,91.0,113298.98856723771
47.0,15.0,3.0,43.0,8.0,44917.59963031354
33.0,12.0,4.0,59.0,5.0,87291.60772751062
29.0,22.0,4.0,40.0,61.0,72139.1964116781
35.0,11.0,4.0,48.0,72.0,94184.16831962991
35.0,26.0,1.0,42.0,60.0,84889.37433219
50.0,21.0,3.0,52.0,85.0,116737.42705879908
44.0,31.0,,27.0,24.0,99508.66992701316
32.0,26.0,,32.0,7.0,95117.0503530443
25.0,1.0,4.0,24.0,61.0,89878.57309768377
28.0,32.0,2.0,29.0,83.0,93026.96313258837
55.0,25.0,3.0,33.0,95.0,89130.03666159498
39.0,,2.0,43.0,36.0,101504.38121962783
37.0,18.0,2.0,30.0,27.0,108194.57084909207
40.0,4.0,4.0,22.0,29.0,91203.27862359733
23.0,32.0,1.0,48.0,87.0,105103.96447922214
52.0,19.0,1.0,49.0,20.0,125064.22800282495
46.0,29.0,1.0,56.0,70.0,84213.84945460761
26.0,7.0,1.0,26.0,76.0,55879.232445868394
25.0,37.0,1.0,36.0,76.0,101383.54220659615
34.0,16.0,4.0,39.0,3.0,116525.39576157072
37.0,0.0,1.0,30.0,39.0,46874.71035558096
51.0,2.0,2.0,44.0,99.0,97118.5889634459
30.0,25.0,4.0,43.0,83.0,82013.16265887418
39.0,30.0,2.0,21.0,45.0,92381.72923918231
43.0,7.0,1.0,46.0,68.0,73801.98498502975
34.0,7.0,3.0,38.0,31.0,66360.52125523146
26.0,34.0,1.0,48.0,38.0,89281.48452601698
40.0,38.0,4.0,56.0,97.0,131149.45719003497
45.0,27.0,2.0,30.0,6.0,114623.3361376685
33.0,3.0,3.0,38.0,8.0,43880.84456255968
56.0,15.0,3.0,47.0,28.0,92103.54578188973
40.0,12.0,3.0,58.0,15.0,86900.36644576295
37.0,19.0,2.0,40.0,95.0,88610.94533435925
24.0,4.0,4.0,45.0,8.0,78248.50286575698
22.0,36.0,3.0,41.0,54.0,89842.69545665508
42.0,19.0,2.0,25.0,6.0,107134.4546706693
45.0,23.0,2.0,30.0,29.0,106389.9439749605
56.0,35.0,1.0,33.0,34.0,95040.16216654677
43.0,33.0,2.0,55.0,7.0,96675.30181289985
38.0,33.0,4.0,59.0,40.0,105658.3905649118
44.0,18.0,4.0,21.0,74.0,53415.2016277828
40.0,16.0,3.0,39.0,13.0,94107.30111903617
31.0,4.0,2.0,41.0,62.0,83904.85385454266
52.0,24.0,2.0,58.0,86.0,97668.53174164653
23.0,17.0,1.0,23.0,85.0,75304.9534810037
26.0,7.0,1.0,48.0,65.0,73600.75262729876
41.0,26.0,2.0,43.0,41.0,81801.61028863635
52.0,14.0,2.0,20.0,42.0,70506.67158944503
36.0,12.0,2.0,43.0,66.0,78105.00457651762
43.0,15.0,1.0,49.0,93.0,90250.14862147343
53.0,21.0,1.0,31.0,11.0,102882.87559942668
47.0,19.0,4.0,38.0,50.0,93162.78235540565
58.0,12.0,3.0,56.0,71.0,72528.21693651876
41.0,19.0,3.0,59.0,35.0,96334.70186145145
36.0,1.0,3.0,23.0,94.0,100772.36668883382
53.0,34.0,3.0,34.0,80.0,91432.90347299399
25.0,18.0,1.0,39.0,79.0,94087.61120699218
25.0,36.0,1.0,,20.0,118839.40834180909
53.0,5.0,2.0,40.0,28.0,67599.7771026177
20.0,13.0,4.0,29.0,37.0,78289.1313342144
29.0,3.0,4.0,49.0,3.0,91424.3502424988
40.0,,3.0,43.0,93.0,99898.25159206247
24.0,38.0,2.0,59.0,59.0,120221.6125698133
21.0,35.0,2.0,59.0,73.0,137905.64147234708
41.0,33.0,,57.0,27.0,101905.69830064845
21.0,26.0,2.0,22.0,32.0,72516.62726565846
29.0,6.0,4.0,,48.0,86599.60003252636
53.0,2.0,4.0,27.0,46.0,81023.35191308073
35.0,32.0,2.0,48.0,95.0,120607.52955632373
58.0,1.0,1.0,29.0,47.0,58848.53406858446
41.0,15.0,4.0,24.0,90.0,83663.98249456924
31.0,24.0,1.0,30.0,40.0,64432.09005750115
43.0,14.0,1.0,23.0,3.0,81811.19188096195
59.0,23.0,4.0,54.0,75.0,154023.10778308462
57.0,14.0,1.0,59.0,29.0,77461.13523994092
29.0,30.0,3.0,31.0,91.0,107979.32431782923
54.0,13.0,3.0,40.0,58.0,77782.50720027555
51.0,13.0,3.0,35.0,50.0,65780.72620006239
26.0,5.0,2.0,,10.0,78113.53908800796
40.0,13.0,4.0,40.0,61.0,91422.82425155787
39.0,16.0,3.0,,99.0,54416.68785401265
45.0,17.0,1.0,55.0,61.0,107150.43073610179
23.0,19.0,3.0,20.0,23.0,94239.46564505674
41.0,16.0,1.0,20.0,6.0,76108.43325155406
34.0,15.0,4.0,41.0,75.0,86870.34703861538
59.0,39.0,3.0,34.0,60.0,116879.41165739638
40.0,38.0,4.0,39.0,27.0,122570.93928624052
34.0,31.0,3.0,22.0,55.0,106419.82060590069
41.0,8.0,1.0,33.0,31.0,85619.89566755234
47.0,26.0,1.0,28.0,30.0,106029.06850750018
33.0,32.0,2.0,38.0,67.0,129683.89595427594
46.0,9.0,2.0,59.0,13.0,68247.36726326917
59.0,16.0,2.0,53.0,59.0,77998.67729349174
47.0,35.0,3.0,23.0,54.0,110017.73250562456
45.0,16.0,4.0,52.0,21.0,84713.63711893323
21.0,17.0,3.0,56.0,43.0,83929.7739144167
44.0,,1.0,21.0,11.0,88328.44372259945
22.0,33.0,4.0,46.0,67.0,125712.63532469775
27.0,7.0,1.0,36.0,38.0,88338.91929168295
52.0,12.0,2.0,50.0,95.0,79110.78379363599
54.0,22.0,1.0,25.0,24.0,88947.29445306957
25.0,19.0,,50.0,51.0,97641.36603840656
,21.0,1.0,22.0,76.0,80664.86167769978
42.0,22.0,1.0,59.0,61.0,76559.86252187974
44.0,34.0,1.0,22.0,46.0,79251.83366196218
38.0,2.0,4.0,52.0,43.0,92400.12169933935
24.0,33.0,,32.0,27.0,81907.70930173696
30.0,32.0,1.0,,85.0,68346.2176275946
31.0,16.0,2.0,56.0,89.0,86723.58015064718
29.0,,2.0,35.0,30.0,106828.60453224625
27.0,29.0,3.0,40.0,94.0,60077.24342396637
43.0,22.0,2.0,32.0,63.0,84075.04590269731
47.0,14.0,1.0,23.0,10.0,83728.2229798935
55.0,13.0,2.0,50.0,3.0,55647.55350177798
56.0,1.0,4.0,28.0,77.0,73400.00625698376
40.0,38.0,3.0,52.0,60.0,96308.14133171187
27.0,17.0,2.0,56.0,27.0,73092.32828989672
28.0,5.0,3.0,56.0,82.0,75163.7268844697
34.0,31.0,3.0,43.0,45.0,87752.78164801745
59.0,20.0,3.0,44.0,62.0,75705.48945272282
37.0,39.0,4.0,48.0,24.0,117711.52372686993
39.0,27.0,1.0,59.0,46.0,127207.08590803528
25.0,26.0,4.0,55.0,78.0,118366.14976171784
31.0,1.0,3.0,34.0,44.0,87957.99150557532
21.0,32.0,2.0,37.0,63.0,111358.93657628266
26.0,15.0,2.0,39.0,4.0,72337.29580981174
35.0,38.0,4.0,24.0,16.0,117462.4834367424
22.0,21.0,2.0,37.0,51.0,104865.41391413502
22.0,12.0,3.0,59.0,74.0,101225.06201672686
46.0,1.0,3.0,20.0,91.0,72918.26511052577
59.0,13.0,1.0,38.0,48.0,83400.6974129084
57.0,37.0,3.0,42.0,65.0,147343.10947753728
52.0,27.0,2.0,45.0,69.0,108591.6482573452
47.0,6.0,1.0,48.0,77.0,65872.60964203527
20.0,17.0,2.0,53.0,45.0,86489.44490603104
27.0,35.0,4.0,38.0,3.0,96787.72905112829
56.0,35.0,1.0,37.0,17.0,132605.53921919444
51.0,3.0,3.0,21.0,83.0,96258.04588165315
56.0,29.0,1.0,46.0,37.0,94448.19554408171
23.0,23.0,3.0,25.0,5.0,125712.30178150165
49.0,19.0,3.0,58.0,47.0,105086.00067432466
25.0,30.0,2.0,25.0,44.0,88537.30373576273
38.0,23.0,3.0,25.0,88.0,106596.78810779697
